Sample,link,miRW-Imp
TCGA_GD_A3OP_11A,BNIP3L_GABARAPL2,1.65419
TCGA_GD_A3OP_11A,CALCOCO2_GABARAPL2,1.63613
TCGA_GD_A3OP_11A,CD300C_GABARAPL2,0.96462
TCGA_GD_A3OP_11A,FUNDC1_GABARAPL2,1.53164
TCGA_GD_A3OP_11A,GABARAP_GABARAPL2,0.86081
TCGA_GD_A3OP_11A,GABARAPL1_GABARAPL2,1.6254
TCGA_GD_A3OP_11A,GABARAPL2_PLEKHM1,1.26238
TCGA_GD_A3OP_11A,GABARAPL2_WIPI2,1.38738
TCGA_GD_A3OP_11A,GABARAPL2_MAP1B,1.16795
TCGA_GD_A3OP_11A,GABARAPL2_SQSTM1,1.75227
TCGA_GD_A3OP_11A,GABARAPL2_NBR1,1.67182
TCGA_GD_A3OP_11A,GABARAPL2_MAP1A,1.00998
TCGA_GD_A3OP_11A,GABARAPL2_SIRT1,1.31715
TCGA_GD_A3OP_11A,GABARAPL2_TBC1D5,1.22892
TCGA_GD_A3OP_11A,GABARAPL2_PEX6,1.35576
TCGA_GD_A3OP_11A,GABARAPL2_PEX10,1.21209
TCGA_GD_A3OP_11A,GABARAPL2_PSMD4,2.09594
TCGA_GD_A3OP_11A,GABARAPL2_ULK1,1.46452
TCGA_GD_A3OP_11A,GABARAPL2_TBC1D15,1.28526
TCGA_GD_A3OP_11A,GABARAPL2_TAX1BP1,1.59485
TCGA_GD_A3OP_11A,GABARAPL2_ULK2,1.12925
TCGA_GD_A3OP_11A,GABARAPL2_RETREG1,0.87963
TCGA_GD_A3OP_11A,GABARAPL2_PRKACG,0.86788
TCGA_GD_A3OP_11A,GABARAPL2_TBC1D17,1.43333
TCGA_GD_A3OP_11A,GABARAPL2_PIK3R4,1.33101
TCGA_GD_A3OP_11A,GABARAPL2_TP53INP2,1.4917
TCGA_GD_A3OP_11A,GABARAPL2_TBC1D25,1.31121
TCGA_GD_A3OP_11A,GABARAPL2_UBA5,1.32005
TCGA_GD_A3OP_11A,GABARAPL2_PIK3C3,1.2451
TCGA_GD_A3OP_11A,GABARAPL2_OPTN,1.72804
TCGA_GD_A3OP_11A,ATM_ERCC1,1.13562
TCGA_GD_A3OP_11A,ATP23_ERCC1,1.03662
TCGA_GD_A3OP_11A,BRCA1_ERCC1,0.93445
TCGA_GD_A3OP_11A,CETN2_ERCC1,1.87167
TCGA_GD_A3OP_11A,DCLRE1C_ERCC1,1.27085
TCGA_GD_A3OP_11A,EME1_ERCC1,0.78019
TCGA_GD_A3OP_11A,ERCC1_ERCC2,1.39173
TCGA_GD_A3OP_11A,ERCC1_RAD52,1.19426
TCGA_GD_A3OP_11A,ERCC1_ERCC8,0.97281
TCGA_GD_A3OP_11A,ERCC1_PAXX,1.73376
TCGA_GD_A3OP_11A,ERCC1_KDM1A,1.66391
TCGA_GD_A3OP_11A,ERCC1_RCOR1,1.42511
TCGA_GD_A3OP_11A,ERCC1_FANCM,0.98861
TCGA_GD_A3OP_11A,ERCC1_XRCC4,1.32672
TCGA_GD_A3OP_11A,ERCC1_ERCC5,0.92073
TCGA_GD_A3OP_11A,ERCC1_XPC,1.57013
TCGA_GD_A3OP_11A,ERCC1_RAD51,0.91273
TCGA_GD_A3OP_11A,ERCC1_LIG4,1.34962
TCGA_GD_A3OP_11A,ERCC1_MSH2,1.24277
TCGA_GD_A3OP_11A,ERCC1_ERCC4,1.05152
TCGA_GD_A3OP_11A,ERCC1_XPA,1.73102
TCGA_GD_A3OP_11A,ERCC1_XRCC5,2.13034
TCGA_GD_A3OP_11A,ERCC1_ERCC3,1.5674
TCGA_GD_A3OP_11A,ERCC1_XRCC1,1.63671
TCGA_GD_A3OP_11A,ERCC1_XRCC6,2.66671
TCGA_GD_A3OP_11A,ERCC1_MSH3,1.46165
TCGA_GD_A3OP_11A,ERCC1_MSH6,1.35186
TCGA_GD_A3OP_11A,ERCC1_FEN1,1.47205
TCGA_GD_A3OP_11A,ERCC1_POLD1,1.29565
TCGA_GD_A3OP_11A,ERCC1_FANCI,0.96171
TCGA_GD_A3OP_11A,ERCC1_RAD23B,2.05303
TCGA_GD_A3OP_11A,ERCC1_SLX1A,0.78827
TCGA_GD_A3OP_11A,ERCC1_MUS81,1.47398
TCGA_GD_A3OP_11A,ERCC1_PRKDC,1.57549
TCGA_GD_A3OP_11A,ERCC1_ERCC6,1.08774
TCGA_GD_A3OP_11A,ERCC1_NHEJ1,0.87259
TCGA_GD_A3OP_11A,ERCC1_PHF21A,1.28113
TCGA_GD_A3OP_11A,ERCC1_FANCD2,1.00329
TCGA_GD_A3OP_11A,ERCC1_SLX4,1.12896
TCGA_GD_A3OP_11A,B3GALT6_B4GALT7,0.48778
TCGA_GD_A3OP_11A,B4GALT7_XYLT2,0.54345
TCGA_GD_A3OP_11A,B4GALT7_XYLT1,0.3237
TCGA_GD_A3OP_11A,GRB2_XYLT2,0.7924
TCGA_GD_A3OP_11A,SLC6A20_XYLT2,0.2563
TCGA_GD_A3OP_11A,XYLT1_XYLT2,0.3555
TCGA_GD_A3OP_11A,BAG3_HSPB6,2.30509
TCGA_GD_A3OP_11A,HSPB1_HSPB6,3.11516
TCGA_GD_A3OP_11A,HSPB6_SFN,3.01151
TCGA_GD_A3OP_11A,BAIAP2L1_WASL,0.51345
TCGA_GD_A3OP_11A,BCS1L_COX15,1.6937
TCGA_GD_A3OP_11A,COX10_COX15,1.50872
TCGA_GD_A3OP_11A,COX11_COX15,1.51677
TCGA_GD_A3OP_11A,COX15_UQCRFS1,2.21594
TCGA_GD_A3OP_11A,COX15_MT-CO2,3.59548
TCGA_GD_A3OP_11A,COX15_SURF1,2.15321
TCGA_GD_A3OP_11A,COX15_SCO2,1.07021
TCGA_GD_A3OP_11A,COX15_CYC1,2.43406
TCGA_GD_A3OP_11A,COX15_SCO1,1.54249
TCGA_GD_A3OP_11A,COX15_COX6B1,2.62576
TCGA_GD_A3OP_11A,COX15_MT-CO3,3.63113
TCGA_GD_A3OP_11A,COX15_MT-CO1,3.61586
TCGA_GD_A3OP_11A,COX15_PET117,0.91806
TCGA_GD_A3OP_11A,COX15_COX5A,2.3812
TCGA_GD_A3OP_11A,BLNK_LCP2,0.80163
TCGA_GD_A3OP_11A,BTK_LCP2,0.61291
TCGA_GD_A3OP_11A,CBL_LCP2,0.63164
TCGA_GD_A3OP_11A,CD247_LCP2,0.73262
TCGA_GD_A3OP_11A,CD3D_LCP2,1.02761
TCGA_GD_A3OP_11A,CD6_LCP2,0.58411
TCGA_GD_A3OP_11A,FYB1_LCP2,0.65402
TCGA_GD_A3OP_11A,FYN_LCP2,0.93782
TCGA_GD_A3OP_11A,GRAP_LCP2,0.46303
TCGA_GD_A3OP_11A,GRAP2_LCP2,0.5544
TCGA_GD_A3OP_11A,GRB2_LCP2,1.23792
TCGA_GD_A3OP_11A,ITK_LCP2,0.53644
TCGA_GD_A3OP_11A,LAT_LCP2,0.43272
TCGA_GD_A3OP_11A,LCK_LCP2,0.95147
TCGA_GD_A3OP_11A,LCP2_TYROBP,1.15935
TCGA_GD_A3OP_11A,LCP2_NCK2,1.15572
TCGA_GD_A3OP_11A,LCP2_RABIF,0.84041
TCGA_GD_A3OP_11A,LCP2_TEC,0.47935
TCGA_GD_A3OP_11A,LCP2_MAP4K1,0.59568
TCGA_GD_A3OP_11A,LCP2_PTPN11,0.96916
TCGA_GD_A3OP_11A,LCP2_VAV3,1.01472
TCGA_GD_A3OP_11A,LCP2_PTPN6,1.05526
TCGA_GD_A3OP_11A,LCP2_LYN,0.85192
TCGA_GD_A3OP_11A,LCP2_PTPRC,0.88
TCGA_GD_A3OP_11A,LCP2_VAV1,0.69856
TCGA_GD_A3OP_11A,LCP2_RAP1B,0.77525
TCGA_GD_A3OP_11A,LCP2_PLCG1,0.89803
TCGA_GD_A3OP_11A,LCP2_PLCG2,0.70009
TCGA_GD_A3OP_11A,LCP2_SOS1,0.84591
TCGA_GD_A3OP_11A,LCP2_RAP1A,0.98222
TCGA_GD_A3OP_11A,LCP2_SYK,1.47146
TCGA_GD_A3OP_11A,LCP2_SHC1,1.08294
TCGA_GD_A3OP_11A,LCP2_NCK1,0.82983
TCGA_GD_A3OP_11A,LCP2_ZAP70,0.77654
TCGA_GD_A3OP_11A,LCP2_SRC,1.1103
TCGA_GD_A3OP_11A,LCP2_RANGAP1,1.10866
TCGA_GD_A3OP_11A,LCP2_SKAP1,0.70132
TCGA_GD_A3OP_11A,LCP2_VAV2,0.79716
TCGA_GD_A3OP_11A,LCP2_WAS,0.80332
TCGA_GD_A3OP_11A,BOD1L1_CXXC1,0.3647
TCGA_GD_A3OP_11A,BOD1L1_SETD1A,0.3085
TCGA_GD_A3OP_11A,BOD1L1_RBBP5,0.29575
TCGA_GD_A3OP_11A,BRAF_PPP5C,0.98474
TCGA_GD_A3OP_11A,CCT2_PPP5C,1.60881
TCGA_GD_A3OP_11A,CCT3_PPP5C,1.81096
TCGA_GD_A3OP_11A,CCT4_PPP5C,1.69854
TCGA_GD_A3OP_11A,CCT5_PPP5C,1.52228
TCGA_GD_A3OP_11A,CCT6A_PPP5C,1.70248
TCGA_GD_A3OP_11A,CCT6B_PPP5C,0.85646
TCGA_GD_A3OP_11A,CCT7_PPP5C,1.79998
TCGA_GD_A3OP_11A,CCT8_PPP5C,1.72087
TCGA_GD_A3OP_11A,CDC37_PPP5C,1.97235
TCGA_GD_A3OP_11A,DNAJC9_PPP5C,1.0467
TCGA_GD_A3OP_11A,HSP90AA1_PPP5C,2.82841
TCGA_GD_A3OP_11A,HSP90AB1_PPP5C,2.88578
TCGA_GD_A3OP_11A,MAP3K5_PPP5C,1.70799
TCGA_GD_A3OP_11A,PPP5C_STIP1,1.97301
TCGA_GD_A3OP_11A,PPP5C_PSMG1,1.34766
TCGA_GD_A3OP_11A,PPP5C_PTGES3,2.2653
TCGA_GD_A3OP_11A,PPP5C_TCP1,1.64521
TCGA_GD_A3OP_11A,PPP5C_TSC1,1.01584
TCGA_GD_A3OP_11A,PPP5C_PSMG2,1.75803
TCGA_GD_A3OP_11A,BTRC_CD4,1.50451
TCGA_GD_A3OP_11A,CCL4_CD4,1.68012
TCGA_GD_A3OP_11A,CCR2_CD4,1.01534
TCGA_GD_A3OP_11A,CCR5_CD4,1.47988
TCGA_GD_A3OP_11A,CCR7_CD4,1.52805
TCGA_GD_A3OP_11A,CD19_CD4,0.79698
TCGA_GD_A3OP_11A,CD1D_CD4,0.98887
TCGA_GD_A3OP_11A,CD2_CD4,1.64998
TCGA_GD_A3OP_11A,CD247_CD4,1.22857
TCGA_GD_A3OP_11A,CD27_CD4,1.04898
TCGA_GD_A3OP_11A,CD274_CD4,1.22674
TCGA_GD_A3OP_11A,CD28_CD4,1.00767
TCGA_GD_A3OP_11A,CD38_CD4,0.95349
TCGA_GD_A3OP_11A,CD3D_CD4,1.66602
TCGA_GD_A3OP_11A,CD3E_CD4,1.59026
TCGA_GD_A3OP_11A,CD3G_CD4,1.08066
TCGA_GD_A3OP_11A,CD4_LCK,1.47025
TCGA_GD_A3OP_11A,CD4_HLA-DMB,1.89768
TCGA_GD_A3OP_11A,CD4_IL5,0.79051
TCGA_GD_A3OP_11A,CD4_PDCD1LG2,1.12993
TCGA_GD_A3OP_11A,CD4_SKP1,1.77131
TCGA_GD_A3OP_11A,CD4_ENPEP,1.06104
TCGA_GD_A3OP_11A,CD4_HLA-DRB5,2.9516
TCGA_GD_A3OP_11A,CD4_HLA-DOB,1.35088
TCGA_GD_A3OP_11A,CD4_PRF1,1.32368
TCGA_GD_A3OP_11A,CD4_HLA-DPA1,2.49961
TCGA_GD_A3OP_11A,CD4_IL10,0.89137
TCGA_GD_A3OP_11A,CD4_FCGR3A,1.57823
TCGA_GD_A3OP_11A,CD4_IFNG,1.0422
TCGA_GD_A3OP_11A,CD4_CD80,0.84951
TCGA_GD_A3OP_11A,CD4_CD8A,1.54969
TCGA_GD_A3OP_11A,CD4_ERVW-1,0.81977
TCGA_GD_A3OP_11A,CD4_GOLPH3,1.97233
TCGA_GD_A3OP_11A,CD4_FYN,1.43211
TCGA_GD_A3OP_11A,CD4_CD40,1.86477
TCGA_GD_A3OP_11A,CD4_FBXW11,1.58493
TCGA_GD_A3OP_11A,CD4_GZMB,1.3555
TCGA_GD_A3OP_11A,CD4_ITIH4,0.84693
TCGA_GD_A3OP_11A,CD4_HLA-DRA,3.31924
TCGA_GD_A3OP_11A,CD4_IL22,0.73846
TCGA_GD_A3OP_11A,CD4_IL2RA,0.87959
TCGA_GD_A3OP_11A,CD4_IL7R,1.21936
TCGA_GD_A3OP_11A,CD4_CD82,2.21978
TCGA_GD_A3OP_11A,CD4_FCGR3B,0.89777
TCGA_GD_A3OP_11A,CD4_TLR4,1.30208
TCGA_GD_A3OP_11A,CD4_FCGR1A,0.93826
TCGA_GD_A3OP_11A,CD4_LAG3,1.13996
TCGA_GD_A3OP_11A,CD4_CD8B2,0.78031
TCGA_GD_A3OP_11A,CD4_PTPRC,1.42944
TCGA_GD_A3OP_11A,CD4_ICOS,0.9481
TCGA_GD_A3OP_11A,CD4_ITGAX,1.2298
TCGA_GD_A3OP_11A,CD4_HLA-DQA2,2.25397
TCGA_GD_A3OP_11A,CD4_CD44,2.48566
TCGA_GD_A3OP_11A,CD4_CD40LG,1.04804
TCGA_GD_A3OP_11A,CD4_CXCR4,2.35892
TCGA_GD_A3OP_11A,CD4_TNF,0.99907
TCGA_GD_A3OP_11A,CD4_IL1B,1.63617
TCGA_GD_A3OP_11A,CD4_CD7,1.27701
TCGA_GD_A3OP_11A,CD4_PDCD1,1.10573
TCGA_GD_A3OP_11A,CD4_IL7,1.03649
TCGA_GD_A3OP_11A,CD4_CD86,1.32631
TCGA_GD_A3OP_11A,CD4_SYK,2.04787
TCGA_GD_A3OP_11A,CD4_CTLA4,1.05696
TCGA_GD_A3OP_11A,CD4_CD69,1.54633
TCGA_GD_A3OP_11A,CD4_HLA-DPB1,2.37116
TCGA_GD_A3OP_11A,CD4_IL2,0.84001
TCGA_GD_A3OP_11A,CD4_CD81,2.31072
TCGA_GD_A3OP_11A,CD4_ICAM1,1.64131
TCGA_GD_A3OP_11A,CD4_RBX1,1.79849
TCGA_GD_A3OP_11A,CD4_SELL,1.29065
TCGA_GD_A3OP_11A,CD4_HLA-DOA,1.90148
TCGA_GD_A3OP_11A,CD4_IL13,0.76206
TCGA_GD_A3OP_11A,CD4_HLA-DQB1,2.40264
TCGA_GD_A3OP_11A,CD4_TRAT1,0.92841
TCGA_GD_A3OP_11A,CD4_CD8B,1.0424
TCGA_GD_A3OP_11A,CD4_FOXP3,0.97496
TCGA_GD_A3OP_11A,CD4_ITGAM,1.16823
TCGA_GD_A3OP_11A,CD4_TBX21,0.97846
TCGA_GD_A3OP_11A,CD4_PLAT,2.11949
TCGA_GD_A3OP_11A,CD4_IL15,1.01852
TCGA_GD_A3OP_11A,CD4_FN1,2.12389
TCGA_GD_A3OP_11A,CD4_CD5,1.35008
TCGA_GD_A3OP_11A,CD4_CXCR5,0.73466
TCGA_GD_A3OP_11A,CD4_CUL1,1.86221
TCGA_GD_A3OP_11A,CD4_ZAP70,1.23429
TCGA_GD_A3OP_11A,CD4_IL6,1.60339
TCGA_GD_A3OP_11A,CD4_IL4,0.85046
TCGA_GD_A3OP_11A,CD4_HLA-DMA,2.48483
TCGA_GD_A3OP_11A,CD4_IL16,1.16367
TCGA_GD_A3OP_11A,CD4_HLA-DRB1,3.23372
TCGA_GD_A3OP_11A,CD4_HLA-DQA1,2.17664
TCGA_GD_A3OP_11A,CD4_IL17A,0.79335
TCGA_GD_A3OP_11A,CACNA1C_CACNG3,0.10092
TCGA_GD_A3OP_11A,CACNA1D_CACNG3,0.08537
TCGA_GD_A3OP_11A,CACNA1F_CACNG3,0.08225
TCGA_GD_A3OP_11A,CACNA1S_CACNG3,0.07457
TCGA_GD_A3OP_11A,CACNA2D1_CACNG3,0.11986
TCGA_GD_A3OP_11A,CACNA2D4_CACNG3,0.08558
TCGA_GD_A3OP_11A,CACNB1_CACNG3,0.10918
TCGA_GD_A3OP_11A,CACNB3_CACNG3,0.15936
TCGA_GD_A3OP_11A,CACNB4_CACNG3,0.08164
TCGA_GD_A3OP_11A,CACNG1_CACNG3,0.0804
TCGA_GD_A3OP_11A,CACNG3_CACNG7,0.07895
TCGA_GD_A3OP_11A,CACNG3_CACNG8,0.07251
TCGA_GD_A3OP_11A,CACNG3_CACNG4,0.08655
TCGA_GD_A3OP_11A,CACNG3_GRIA2,0.07415
TCGA_GD_A3OP_11A,CACNG3_CACNG6,0.07296
TCGA_GD_A3OP_11A,CALM3_CAMK1G,0.7876
TCGA_GD_A3OP_11A,CAMK1G_NOS3,0.42539
TCGA_GD_A3OP_11A,CANX_CFTR,1.45384
TCGA_GD_A3OP_11A,CFTR_PRKACG,0.33307
TCGA_GD_A3OP_11A,CFTR_RNF5,1.38518
TCGA_GD_A3OP_11A,CFTR_GOPC,0.93904
TCGA_GD_A3OP_11A,CFTR_SLC26A9,0.32484
TCGA_GD_A3OP_11A,CFTR_YWHAB,1.43502
TCGA_GD_A3OP_11A,CFTR_PRKAG3,0.34293
TCGA_GD_A3OP_11A,CFTR_DERL1,0.92817
TCGA_GD_A3OP_11A,CFTR_TJP1,0.99873
TCGA_GD_A3OP_11A,CFTR_PRKAG1,1.0058
TCGA_GD_A3OP_11A,CFTR_PRKAB2,0.63754
TCGA_GD_A3OP_11A,CFTR_HSPA8,2.21641
TCGA_GD_A3OP_11A,CFTR_SLC9A3R2,1.09601
TCGA_GD_A3OP_11A,CFTR_PRKAB1,0.87514
TCGA_GD_A3OP_11A,CFTR_HSP90AA1,2.19046
TCGA_GD_A3OP_11A,CFTR_KCNJ1,0.31505
TCGA_GD_A3OP_11A,CFTR_FLNA,1.83813
TCGA_GD_A3OP_11A,CFTR_PRKAG2,0.6687
TCGA_GD_A3OP_11A,CFTR_YWHAG,1.36833
TCGA_GD_A3OP_11A,CFTR_PRKAA1,0.99919
TCGA_GD_A3OP_11A,CFTR_HSPA4,1.32939
TCGA_GD_A3OP_11A,CFTR_VCP,1.34364
TCGA_GD_A3OP_11A,CFTR_HSP90AB1,2.22873
TCGA_GD_A3OP_11A,CFTR_PRKAA2,0.41363
TCGA_GD_A3OP_11A,CFTR_SLC26A6,0.48343
TCGA_GD_A3OP_11A,CFTR_PDZK1,0.34303
TCGA_GD_A3OP_11A,CFTR_USP10,1.03512
TCGA_GD_A3OP_11A,CFTR_YWHAZ,1.77993
TCGA_GD_A3OP_11A,CFTR_SLC9A3R1,1.53045
TCGA_GD_A3OP_11A,CFTR_STUB1,0.99735
TCGA_GD_A3OP_11A,CCDC105_MRPS10,1.1017
TCGA_GD_A3OP_11A,ERAL1_MRPS10,2.38251
TCGA_GD_A3OP_11A,HIBCH_MRPS10,2.07088
TCGA_GD_A3OP_11A,MED1_MRPS10,2.03593
TCGA_GD_A3OP_11A,MRPL12_MRPS10,2.21549
TCGA_GD_A3OP_11A,MRPL17_MRPS10,2.5235
TCGA_GD_A3OP_11A,MRPL18_MRPS10,2.40266
TCGA_GD_A3OP_11A,MRPL21_MRPS10,2.4348
TCGA_GD_A3OP_11A,MRPL3_MRPS10,2.47821
TCGA_GD_A3OP_11A,MRPL33_MRPS10,2.55429
TCGA_GD_A3OP_11A,MRPL36_MRPS10,2.37665
TCGA_GD_A3OP_11A,MRPL50_MRPS10,1.91758
TCGA_GD_A3OP_11A,MRPL51_MRPS10,2.50225
TCGA_GD_A3OP_11A,MRPS10_MRPS23,2.01857
TCGA_GD_A3OP_11A,MRPS10_RPL26,2.09408
TCGA_GD_A3OP_11A,MRPS10_UBA52,3.03441
TCGA_GD_A3OP_11A,MRPS10_RPS6,3.4506
TCGA_GD_A3OP_11A,MRPS10_MRPS28,1.72299
TCGA_GD_A3OP_11A,MRPS10_RPS15,3.17768
TCGA_GD_A3OP_11A,MRPS10_RPS2,3.27624
TCGA_GD_A3OP_11A,MRPS10_MRPS24,1.20656
TCGA_GD_A3OP_11A,MRPS10_RPS8,3.34874
TCGA_GD_A3OP_11A,MRPS10_RPL37A,3.12662
TCGA_GD_A3OP_11A,MRPS10_MRPS6,2.09682
TCGA_GD_A3OP_11A,MRPS10_RPL24,3.19579
TCGA_GD_A3OP_11A,MRPS10_MTIF3,2.22967
TCGA_GD_A3OP_11A,MRPS10_MRPS33,2.07736
TCGA_GD_A3OP_11A,MRPS10_MRPS9,2.23984
TCGA_GD_A3OP_11A,MRPS10_MRPS25,2.04638
TCGA_GD_A3OP_11A,MRPS10_RPL23A,2.88621
TCGA_GD_A3OP_11A,MRPS10_RPS25,3.33138
TCGA_GD_A3OP_11A,MRPS10_MRPS31,2.30997
TCGA_GD_A3OP_11A,MRPS10_MRPS22,2.00058
TCGA_GD_A3OP_11A,MRPS10_RPS5,3.09609
TCGA_GD_A3OP_11A,MRPS10_RPS28,3.19063
TCGA_GD_A3OP_11A,MRPS10_MRPS18A,2.35721
TCGA_GD_A3OP_11A,MRPS10_RPS7,2.89085
TCGA_GD_A3OP_11A,MRPS10_POLR1C,1.91016
TCGA_GD_A3OP_11A,MRPS10_RPL4,3.00607
TCGA_GD_A3OP_11A,MRPS10_RPLP1,3.31223
TCGA_GD_A3OP_11A,MRPS10_POLR2C,2.23972
TCGA_GD_A3OP_11A,MRPS10_RPS17,1.679
TCGA_GD_A3OP_11A,MRPS10_RPL30,2.81477
TCGA_GD_A3OP_11A,MRPS10_RPL5,3.28055
TCGA_GD_A3OP_11A,MRPS10_MRPS26,2.63518
TCGA_GD_A3OP_11A,MRPS10_WDR31,1.44765
TCGA_GD_A3OP_11A,CCL11_CX3CL1,1.54344
TCGA_GD_A3OP_11A,CCL20_CX3CL1,1.31419
TCGA_GD_A3OP_11A,CCL21_CX3CL1,1.73543
TCGA_GD_A3OP_11A,CCL4_CX3CL1,1.82421
TCGA_GD_A3OP_11A,CCL5_CX3CL1,1.86354
TCGA_GD_A3OP_11A,CCR1_CX3CL1,1.33647
TCGA_GD_A3OP_11A,CCR2_CX3CL1,1.37821
TCGA_GD_A3OP_11A,CCR3_CX3CL1,0.93154
TCGA_GD_A3OP_11A,CCR5_CX3CL1,1.70271
TCGA_GD_A3OP_11A,CCR7_CX3CL1,1.70282
TCGA_GD_A3OP_11A,CD200R1_CX3CL1,1.12871
TCGA_GD_A3OP_11A,CSF2_CX3CL1,0.95272
TCGA_GD_A3OP_11A,CSF3_CX3CL1,1.14227
TCGA_GD_A3OP_11A,CX3CL1_IFNG,1.21416
TCGA_GD_A3OP_11A,CX3CL1_CXCL1,1.87572
TCGA_GD_A3OP_11A,CX3CL1_FGF13,1.09252
TCGA_GD_A3OP_11A,CX3CL1_FGF2,1.21286
TCGA_GD_A3OP_11A,CX3CL1_CXCR4,2.56949
TCGA_GD_A3OP_11A,CX3CL1_CXCR1,1.12109
TCGA_GD_A3OP_11A,CX3CL1_CX3CR1,1.38171
TCGA_GD_A3OP_11A,CX3CL1_CXCR6,1.36258
TCGA_GD_A3OP_11A,CX3CL1_CXCR3,1.33014
TCGA_GD_A3OP_11A,CX3CL1_CXCR2,2.05481
TCGA_GD_A3OP_11A,CX3CL1_CXCL9,1.81421
TCGA_GD_A3OP_11A,CX3CL1_EGF,1.24937
TCGA_GD_A3OP_11A,CX3CL1_CXCL16,1.77502
TCGA_GD_A3OP_11A,CX3CL1_CXCL10,2.01065
TCGA_GD_A3OP_11A,UBA52_USP28,2.63804
TCGA_GD_A3OP_11A,RPS27A_USP28,2.70543
TCGA_GD_A3OP_11A,CDH1_SNAI2,1.03733
TCGA_GD_A3OP_11A,HDAC1_SNAI2,0.96207
TCGA_GD_A3OP_11A,KDM1A_SNAI2,1.13103
TCGA_GD_A3OP_11A,SNAI2_TP53,0.85631
TCGA_GD_A3OP_11A,SNAI2_SOX9,0.68853
TCGA_GD_A3OP_11A,SNAI2_TWIST1,0.57472
TCGA_GD_A3OP_11A,CDH17_CTNND2,0.34375
TCGA_GD_A3OP_11A,CDH17_VCL,0.97235
TCGA_GD_A3OP_11A,CDH17_PECAM1,1.01913
TCGA_GD_A3OP_11A,CDH17_OCLN,0.63362
TCGA_GD_A3OP_11A,CDH17_DSP,1.13028
TCGA_GD_A3OP_11A,CDH17_KDR,0.89051
TCGA_GD_A3OP_11A,CDH17_PSEN1,0.77908
TCGA_GD_A3OP_11A,CDH17_CTNND1,0.68648
TCGA_GD_A3OP_11A,CDH17_CTNNA2,0.3274
TCGA_GD_A3OP_11A,CDH17_CTNNA1,1.20801
TCGA_GD_A3OP_11A,CDH17_NECTIN1,1.16012
TCGA_GD_A3OP_11A,CDH17_CTNNB1,1.06709
TCGA_GD_A3OP_11A,CDH17_KLRG1,0.39032
TCGA_GD_A3OP_11A,CDH17_TJP1,1.03866
TCGA_GD_A3OP_11A,CEL_CPA1,0.07405
TCGA_GD_A3OP_11A,CELA3A_CPA1,0.02541
TCGA_GD_A3OP_11A,CELA3B_CPA1,0.02476
TCGA_GD_A3OP_11A,CPA1_CPA2,0.02318
TCGA_GD_A3OP_11A,CPA1_CTRC,0.02318
TCGA_GD_A3OP_11A,CPA1_CTRB1,0.02327
TCGA_GD_A3OP_11A,CPA1_CTRB2,0.02178
TCGA_GD_A3OP_11A,CPA1_CPB1,0.02274
TCGA_GD_A3OP_11A,CPA1_CPA3,0.06213
TCGA_GD_A3OP_11A,HSP90AA1_RPAP3,2.79462
TCGA_GD_A3OP_11A,FLNA_RALA,2.72687
TCGA_GD_A3OP_11A,HSPA4_PGLYRP1,1.02941
TCGA_GD_A3OP_11A,HSP90AB1_RPAP3,2.85798
TCGA_GD_A3OP_11A,CH25H_CYP51A1,0.05716
TCGA_GD_A3OP_11A,CYP51A1_NSDHL,0.08737
TCGA_GD_A3OP_11A,CYP51A1_DHCR24,0.07776
TCGA_GD_A3OP_11A,CYP51A1_SIGMAR1,0.0892
TCGA_GD_A3OP_11A,CYP51A1_HMGCS1,0.06483
TCGA_GD_A3OP_11A,CYP51A1_POR,0.05952
TCGA_GD_A3OP_11A,CYP51A1_ERG28,0.05041
TCGA_GD_A3OP_11A,CYP51A1_SC5D,0.04308
TCGA_GD_A3OP_11A,CYP51A1_FDFT1,0.05823
TCGA_GD_A3OP_11A,CYP51A1_HSD17B7,0.02756
TCGA_GD_A3OP_11A,CYP51A1_SREBF2,0.04868
TCGA_GD_A3OP_11A,CYP51A1_DHCR7,0.0325
TCGA_GD_A3OP_11A,CYP51A1_LBR,0.04052
TCGA_GD_A3OP_11A,CYP51A1_LSS,0.03491
TCGA_GD_A3OP_11A,CYP51A1_HMGCS2,0.05459
TCGA_GD_A3OP_11A,CYP51A1_FAXDC2,0.02849
TCGA_GD_A3OP_11A,CYP51A1_IDI1,0.03684
TCGA_GD_A3OP_11A,CYP51A1_SQLE,0.02974
TCGA_GD_A3OP_11A,CYP51A1_HMGCR,0.033
TCGA_GD_A3OP_11A,CYP51A1_TM7SF2,0.03775
TCGA_GD_A3OP_11A,CYP51A1_MSMO1,0.04042
TCGA_GD_A3OP_11A,CHPF2_CSGALNACT2,0.10287
TCGA_GD_A3OP_11A,CHPF2_CSGALNACT1,0.09866
TCGA_GD_A3OP_11A,CYP1B1_MYOC,1.16279
TCGA_GD_A3OP_11A,FBN1_MYOC,1.03937
TCGA_GD_A3OP_11A,MYOC_OPTN,1.092
TCGA_GD_A3OP_11A,MYOC_WDR36,0.74955
TCGA_GD_A3OP_11A,MYOC_OLFM3,0.39533
TCGA_GD_A3OP_11A,DPM2_PIGQ,0.06552
TCGA_GD_A3OP_11A,PIGA_PIGQ,0.17908
TCGA_GD_A3OP_11A,PIGC_PIGQ,0.16118
TCGA_GD_A3OP_11A,PIGH_PIGQ,0.1534
