Sample,link,miRW-Flow
TCGA_GD_A3OP_11A,COX15_SURF1,0.63206
TCGA_GD_A3OP_11A,COX15_SCO2,0.27117
TCGA_GD_A3OP_11A,COX15_CYC1,0.67339
TCGA_GD_A3OP_11A,COX15_SCO1,0.46069
TCGA_GD_A3OP_11A,COX15_COX6B1,0.88609
TCGA_GD_A3OP_11A,COX15_MT-CO3,0.9375
TCGA_GD_A3OP_11A,COX15_MT-CO1,0.93548
TCGA_GD_A3OP_11A,COX15_PET117,0.20766
TCGA_GD_A3OP_11A,COX15_COX5A,0.66129
TCGA_GD_A3OP_11A,BLNK_LCP2,0.4254
TCGA_GD_A3OP_11A,BTK_LCP2,0.28226
TCGA_GD_A3OP_11A,CBL_LCP2,0.29637
TCGA_GD_A3OP_11A,CD247_LCP2,0.26815
TCGA_GD_A3OP_11A,CD3D_LCP2,0.43246
TCGA_GD_A3OP_11A,CD6_LCP2,0.61593
TCGA_GD_A3OP_11A,FYB1_LCP2,0.3246
TCGA_GD_A3OP_11A,FYN_LCP2,0.39214
TCGA_GD_A3OP_11A,GRAP_LCP2,0.18649
TCGA_GD_A3OP_11A,GRAP2_LCP2,0.24496
TCGA_GD_A3OP_11A,GRB2_LCP2,0.54637
TCGA_GD_A3OP_11A,ITK_LCP2,0.22782
TCGA_GD_A3OP_11A,LAT_LCP2,0.17339
TCGA_GD_A3OP_11A,LCK_LCP2,0.39819
TCGA_GD_A3OP_11A,LCP2_TYROBP,0.60282
TCGA_GD_A3OP_11A,LCP2_NCK2,0.59677
TCGA_GD_A3OP_11A,LCP2_RABIF,0.44153
TCGA_GD_A3OP_11A,LCP2_TEC,0.19052
TCGA_GD_A3OP_11A,LCP2_MAP4K1,0.27319
TCGA_GD_A3OP_11A,LCP2_PTPN11,0.72782
TCGA_GD_A3OP_11A,LCP2_VAV3,0.52823
TCGA_GD_A3OP_11A,LCP2_PTPN6,0.54839
TCGA_GD_A3OP_11A,LCP2_LYN,0.69456
TCGA_GD_A3OP_11A,LCP2_PTPRC,0.53327
TCGA_GD_A3OP_11A,LCP2_VAV1,0.34677
TCGA_GD_A3OP_11A,LCP2_RAP1B,0.40524
TCGA_GD_A3OP_11A,LCP2_PLCG1,0.47782
TCGA_GD_A3OP_11A,LCP2_PLCG2,0.34879
TCGA_GD_A3OP_11A,LCP2_SOS1,0.44456
TCGA_GD_A3OP_11A,LCP2_RAP1A,0.51512
TCGA_GD_A3OP_11A,LCP2_SYK,0.70161
TCGA_GD_A3OP_11A,LCP2_SHC1,0.76109
TCGA_GD_A3OP_11A,LCP2_NCK1,0.43649
TCGA_GD_A3OP_11A,LCP2_ZAP70,0.50403
TCGA_GD_A3OP_11A,LCP2_SRC,0.7752
TCGA_GD_A3OP_11A,LCP2_RANGAP1,0.77419
TCGA_GD_A3OP_11A,LCP2_SKAP1,0.35081
TCGA_GD_A3OP_11A,LCP2_VAV2,0.68347
TCGA_GD_A3OP_11A,LCP2_WAS,0.42843
TCGA_GD_A3OP_11A,BOD1L1_CXXC1,0.0378
TCGA_GD_A3OP_11A,BOD1L1_SETD1A,0.0378
TCGA_GD_A3OP_11A,BOD1L1_RBBP5,0.0378
TCGA_GD_A3OP_11A,BRAF_PPP5C,0.64415
TCGA_GD_A3OP_11A,CCT2_PPP5C,0.42238
TCGA_GD_A3OP_11A,CCT3_PPP5C,0.47177
TCGA_GD_A3OP_11A,CCT4_PPP5C,0.44052
TCGA_GD_A3OP_11A,CCT5_PPP5C,0.39012
TCGA_GD_A3OP_11A,CCT6A_PPP5C,0.44254
TCGA_GD_A3OP_11A,CCT6B_PPP5C,0.1754
TCGA_GD_A3OP_11A,CCT7_PPP5C,0.46774
TCGA_GD_A3OP_11A,CCT8_PPP5C,0.44758
TCGA_GD_A3OP_11A,CDC37_PPP5C,0.50907
TCGA_GD_A3OP_11A,DNAJC9_PPP5C,0.22379
TCGA_GD_A3OP_11A,HSP90AA1_PPP5C,0.69355
TCGA_GD_A3OP_11A,HSP90AB1_PPP5C,0.69758
TCGA_GD_A3OP_11A,MAP3K5_PPP5C,0.43851
TCGA_GD_A3OP_11A,PPP5C_STIP1,0.46371
TCGA_GD_A3OP_11A,PPP5C_PSMG1,0.32863
TCGA_GD_A3OP_11A,PPP5C_PTGES3,0.52419
TCGA_GD_A3OP_11A,PPP5C_TCP1,0.43044
TCGA_GD_A3OP_11A,PPP5C_TSC1,0.65222
TCGA_GD_A3OP_11A,PPP5C_PSMG2,0.39718
TCGA_GD_A3OP_11A,BTRC_CD4,0.53629
TCGA_GD_A3OP_11A,CCL4_CD4,0.69657
TCGA_GD_A3OP_11A,CCR2_CD4,0.5252
TCGA_GD_A3OP_11A,CCR5_CD4,0.53226
TCGA_GD_A3OP_11A,CCR7_CD4,0.6744
TCGA_GD_A3OP_11A,CD19_CD4,0.25
TCGA_GD_A3OP_11A,CD1D_CD4,0.34073
TCGA_GD_A3OP_11A,CD2_CD4,0.58065
TCGA_GD_A3OP_11A,CD247_CD4,0.4496
TCGA_GD_A3OP_11A,CD27_CD4,0.37601
TCGA_GD_A3OP_11A,CD274_CD4,0.6996
TCGA_GD_A3OP_11A,CD28_CD4,0.35282
TCGA_GD_A3OP_11A,CD38_CD4,0.64516
TCGA_GD_A3OP_11A,CD3D_CD4,0.59073
TCGA_GD_A3OP_11A,CD3E_CD4,0.55746
TCGA_GD_A3OP_11A,CD3G_CD4,0.38911
TCGA_GD_A3OP_11A,CD4_LCK,0.52117
TCGA_GD_A3OP_11A,CD4_HLA-DMB,0.57056
TCGA_GD_A3OP_11A,CD4_IL5,0.24798
TCGA_GD_A3OP_11A,CD4_PDCD1LG2,0.41331
TCGA_GD_A3OP_11A,CD4_SKP1,0.61492
TCGA_GD_A3OP_11A,CD4_ENPEP,0.38004
TCGA_GD_A3OP_11A,CD4_HLA-DRB5,0.85383
TCGA_GD_A3OP_11A,CD4_HLA-DOB,0.41028
TCGA_GD_A3OP_11A,CD4_PRF1,0.48488
TCGA_GD_A3OP_11A,CD4_HLA-DPA1,0.6875
TCGA_GD_A3OP_11A,CD4_IL10,0.28931
TCGA_GD_A3OP_11A,CD4_FCGR3A,0.55343
TCGA_GD_A3OP_11A,CD4_IFNG,0.36996
TCGA_GD_A3OP_11A,CD4_CD80,0.62802
TCGA_GD_A3OP_11A,CD4_CD8A,0.54738
TCGA_GD_A3OP_11A,CD4_ERVW-1,0.25806
TCGA_GD_A3OP_11A,CD4_GOLPH3,0.64919
TCGA_GD_A3OP_11A,CD4_FYN,0.51411
TCGA_GD_A3OP_11A,CD4_CD40,0.84778
TCGA_GD_A3OP_11A,CD4_FBXW11,0.55645
TCGA_GD_A3OP_11A,CD4_GZMB,0.49294
TCGA_GD_A3OP_11A,CD4_ITIH4,0.27016
TCGA_GD_A3OP_11A,CD4_HLA-DRA,0.88911
TCGA_GD_A3OP_11A,CD4_IL22,0.22077
TCGA_GD_A3OP_11A,CD4_IL2RA,0.28629
TCGA_GD_A3OP_11A,CD4_IL7R,0.44556
TCGA_GD_A3OP_11A,CD4_CD82,0.69254
TCGA_GD_A3OP_11A,CD4_FCGR3B,0.29234
TCGA_GD_A3OP_11A,CD4_TLR4,0.58367
TCGA_GD_A3OP_11A,CD4_FCGR1A,0.31452
TCGA_GD_A3OP_11A,CD4_LAG3,0.41835
TCGA_GD_A3OP_11A,CD4_CD8B2,0.23589
TCGA_GD_A3OP_11A,CD4_PTPRC,0.67742
TCGA_GD_A3OP_11A,CD4_ICOS,0.31754
TCGA_GD_A3OP_11A,CD4_ITGAX,0.45363
TCGA_GD_A3OP_11A,CD4_HLA-DQA2,0.64819
TCGA_GD_A3OP_11A,CD4_CD44,0.77722
TCGA_GD_A3OP_11A,CD4_CD40LG,0.67238
TCGA_GD_A3OP_11A,CD4_CXCR4,0.72883
TCGA_GD_A3OP_11A,CD4_TNF,0.65827
TCGA_GD_A3OP_11A,CD4_IL1B,0.78528
TCGA_GD_A3OP_11A,CD4_CD7,0.46673
TCGA_GD_A3OP_11A,CD4_PDCD1,0.4002
TCGA_GD_A3OP_11A,CD4_IL7,0.36794
TCGA_GD_A3OP_11A,CD4_CD86,0.71774
TCGA_GD_A3OP_11A,CD4_SYK,0.77923
TCGA_GD_A3OP_11A,CD4_CTLA4,0.37802
TCGA_GD_A3OP_11A,CD4_CD69,0.54536
TCGA_GD_A3OP_11A,CD4_HLA-DPB1,0.66935
TCGA_GD_A3OP_11A,CD4_IL2,0.62399
TCGA_GD_A3OP_11A,CD4_CD81,0.70262
TCGA_GD_A3OP_11A,CD4_ICAM1,0.7873
TCGA_GD_A3OP_11A,CD4_RBX1,0.62198
TCGA_GD_A3OP_11A,CD4_SELL,0.47581
TCGA_GD_A3OP_11A,CD4_HLA-DOA,0.57359
TCGA_GD_A3OP_11A,CD4_IL13,0.5998
TCGA_GD_A3OP_11A,CD4_HLA-DQB1,0.6754
TCGA_GD_A3OP_11A,CD4_TRAT1,0.30948
TCGA_GD_A3OP_11A,CD4_CD8B,0.37298
TCGA_GD_A3OP_11A,CD4_FOXP3,0.33367
TCGA_GD_A3OP_11A,CD4_ITGAM,0.69153
TCGA_GD_A3OP_11A,CD4_TBX21,0.33569
TCGA_GD_A3OP_11A,CD4_PLAT,0.67944
TCGA_GD_A3OP_11A,CD4_IL15,0.66331
TCGA_GD_A3OP_11A,CD4_FN1,0.74093
TCGA_GD_A3OP_11A,CD4_CD5,0.48992
TCGA_GD_A3OP_11A,CD4_CXCR5,0.21875
TCGA_GD_A3OP_11A,CD4_CUL1,0.63306
TCGA_GD_A3OP_11A,CD4_ZAP70,0.6371
TCGA_GD_A3OP_11A,CD4_IL6,0.77117
TCGA_GD_A3OP_11A,CD4_IL4,0.62903
TCGA_GD_A3OP_11A,CD4_HLA-DMA,0.68548
TCGA_GD_A3OP_11A,CD4_IL16,0.42944
TCGA_GD_A3OP_11A,CD4_HLA-DRB1,0.88407
TCGA_GD_A3OP_11A,CD4_HLA-DQA1,0.63508
TCGA_GD_A3OP_11A,CD4_IL17A,0.24899
TCGA_GD_A3OP_11A,CACNA1C_CACNG3,0.0378
TCGA_GD_A3OP_11A,CACNA1D_CACNG3,0.0378
TCGA_GD_A3OP_11A,CACNA1F_CACNG3,0.0378
TCGA_GD_A3OP_11A,CACNA1S_CACNG3,0.0378
TCGA_GD_A3OP_11A,CACNA2D1_CACNG3,0.0378
TCGA_GD_A3OP_11A,CACNA2D4_CACNG3,0.0378
TCGA_GD_A3OP_11A,CACNB1_CACNG3,0.0378
TCGA_GD_A3OP_11A,CACNB3_CACNG3,0.0378
TCGA_GD_A3OP_11A,CACNB4_CACNG3,0.0378
TCGA_GD_A3OP_11A,CACNG1_CACNG3,0.0378
TCGA_GD_A3OP_11A,CACNG3_CACNG7,0.0378
TCGA_GD_A3OP_11A,CACNG3_CACNG8,0.0378
TCGA_GD_A3OP_11A,CACNG3_CACNG4,0.0378
TCGA_GD_A3OP_11A,CACNG3_GRIA2,0.0378
TCGA_GD_A3OP_11A,CACNG3_CACNG6,0.0378
TCGA_GD_A3OP_11A,CALM3_CAMK1G,0.09375
TCGA_GD_A3OP_11A,CAMK1G_NOS3,0.07661
TCGA_GD_A3OP_11A,CANX_CFTR,0.41633
TCGA_GD_A3OP_11A,CFTR_PRKACG,0.08165
TCGA_GD_A3OP_11A,CFTR_RNF5,0.38609
TCGA_GD_A3OP_11A,CFTR_GOPC,0.21371
TCGA_GD_A3OP_11A,CFTR_SLC26A9,0.08569
TCGA_GD_A3OP_11A,CFTR_YWHAB,0.40927
TCGA_GD_A3OP_11A,CFTR_PRKAG3,0.08065
TCGA_GD_A3OP_11A,CFTR_DERL1,0.20665
TCGA_GD_A3OP_11A,CFTR_TJP1,0.2631
TCGA_GD_A3OP_11A,CFTR_PRKAG1,0.19859
TCGA_GD_A3OP_11A,CFTR_PRKAB2,0.11391
TCGA_GD_A3OP_11A,CFTR_HSPA8,0.68448
TCGA_GD_A3OP_11A,CFTR_SLC9A3R2,0.26915
TCGA_GD_A3OP_11A,CFTR_PRKAB1,0.16734
TCGA_GD_A3OP_11A,CFTR_HSP90AA1,0.61794
TCGA_GD_A3OP_11A,CFTR_KCNJ1,0.08367
TCGA_GD_A3OP_11A,CFTR_FLNA,0.61694
TCGA_GD_A3OP_11A,CFTR_PRKAG2,0.11694
TCGA_GD_A3OP_11A,CFTR_YWHAG,0.37903
TCGA_GD_A3OP_11A,CFTR_PRKAA1,0.19556
TCGA_GD_A3OP_11A,CFTR_HSPA4,0.29133
TCGA_GD_A3OP_11A,CFTR_VCP,0.36694
TCGA_GD_A3OP_11A,CFTR_HSP90AB1,0.62601
TCGA_GD_A3OP_11A,CFTR_PRKAA2,0.08972
TCGA_GD_A3OP_11A,CFTR_SLC26A6,0.10484
TCGA_GD_A3OP_11A,CFTR_PDZK1,0.0877
TCGA_GD_A3OP_11A,CFTR_USP10,0.25302
TCGA_GD_A3OP_11A,CFTR_YWHAZ,0.7248
TCGA_GD_A3OP_11A,CFTR_SLC9A3R1,0.71169
TCGA_GD_A3OP_11A,CFTR_STUB1,0.23085
TCGA_GD_A3OP_11A,CCDC105_MRPS10,0.20565
TCGA_GD_A3OP_11A,ERAL1_MRPS10,0.57964
TCGA_GD_A3OP_11A,HIBCH_MRPS10,0.51008
TCGA_GD_A3OP_11A,MED1_MRPS10,0.66028
TCGA_GD_A3OP_11A,MRPL12_MRPS10,0.5504
TCGA_GD_A3OP_11A,MRPL17_MRPS10,0.61895
TCGA_GD_A3OP_11A,MRPL18_MRPS10,0.58569
TCGA_GD_A3OP_11A,MRPL21_MRPS10,0.60887
TCGA_GD_A3OP_11A,MRPL3_MRPS10,0.60383
TCGA_GD_A3OP_11A,MRPL33_MRPS10,0.625
TCGA_GD_A3OP_11A,MRPL36_MRPS10,0.59577
TCGA_GD_A3OP_11A,MRPL50_MRPS10,0.47883
TCGA_GD_A3OP_11A,MRPL51_MRPS10,0.60786
TCGA_GD_A3OP_11A,MRPS10_MRPS23,0.50202
TCGA_GD_A3OP_11A,MRPS10_RPL26,0.52218
TCGA_GD_A3OP_11A,MRPS10_UBA52,0.73185
TCGA_GD_A3OP_11A,MRPS10_RPS6,0.86593
TCGA_GD_A3OP_11A,MRPS10_MRPS28,0.42742
TCGA_GD_A3OP_11A,MRPS10_RPS15,0.82056
TCGA_GD_A3OP_11A,MRPS10_RPS2,0.8377
TCGA_GD_A3OP_11A,MRPS10_MRPS24,0.23992
TCGA_GD_A3OP_11A,MRPS10_RPS8,0.84879
TCGA_GD_A3OP_11A,MRPS10_RPL37A,0.81351
TCGA_GD_A3OP_11A,MRPS10_MRPS6,0.52319
TCGA_GD_A3OP_11A,MRPS10_RPL24,0.82762
TCGA_GD_A3OP_11A,MRPS10_MTIF3,0.54133
TCGA_GD_A3OP_11A,MRPS10_MRPS33,0.51109
TCGA_GD_A3OP_11A,MRPS10_MRPS9,0.55544
TCGA_GD_A3OP_11A,MRPS10_MRPS25,0.50706
TCGA_GD_A3OP_11A,MRPS10_RPL23A,0.66835
TCGA_GD_A3OP_11A,MRPS10_RPS25,0.84577
TCGA_GD_A3OP_11A,MRPS10_MRPS31,0.56351
TCGA_GD_A3OP_11A,MRPS10_MRPS22,0.49899
TCGA_GD_A3OP_11A,MRPS10_RPS5,0.80444
TCGA_GD_A3OP_11A,MRPS10_RPS28,0.8246
TCGA_GD_A3OP_11A,MRPS10_MRPS18A,0.57157
TCGA_GD_A3OP_11A,MRPS10_RPS7,0.67036
TCGA_GD_A3OP_11A,MRPS10_POLR1C,0.47681
TCGA_GD_A3OP_11A,MRPS10_RPL4,0.78024
TCGA_GD_A3OP_11A,MRPS10_RPLP1,0.84677
TCGA_GD_A3OP_11A,MRPS10_POLR2C,0.82258
TCGA_GD_A3OP_11A,MRPS10_RPS17,0.42339
TCGA_GD_A3OP_11A,MRPS10_RPL30,0.65927
TCGA_GD_A3OP_11A,MRPS10_RPL5,0.83972
TCGA_GD_A3OP_11A,MRPS10_MRPS26,0.63105
TCGA_GD_A3OP_11A,MRPS10_WDR31,0.31956
TCGA_GD_A3OP_11A,CCL11_CX3CL1,0.70867
TCGA_GD_A3OP_11A,CCL20_CX3CL1,0.84073
TCGA_GD_A3OP_11A,CCL21_CX3CL1,0.75806
TCGA_GD_A3OP_11A,CCL4_CX3CL1,0.81653
TCGA_GD_A3OP_11A,CCL5_CX3CL1,0.92238
TCGA_GD_A3OP_11A,CCR1_CX3CL1,0.65423
TCGA_GD_A3OP_11A,CCR2_CX3CL1,0.71976
TCGA_GD_A3OP_11A,CCR3_CX3CL1,0.49194
TCGA_GD_A3OP_11A,CCR5_CX3CL1,0.68246
TCGA_GD_A3OP_11A,CCR7_CX3CL1,0.78427
TCGA_GD_A3OP_11A,CD200R1_CX3CL1,0.59173
TCGA_GD_A3OP_11A,CSF2_CX3CL1,0.70464
TCGA_GD_A3OP_11A,CSF3_CX3CL1,0.76008
TCGA_GD_A3OP_11A,CX3CL1_IFNG,0.53931
TCGA_GD_A3OP_11A,CX3CL1_CXCL1,0.9244
TCGA_GD_A3OP_11A,CX3CL1_FGF13,0.56754
TCGA_GD_A3OP_11A,CX3CL1_FGF2,0.79637
TCGA_GD_A3OP_11A,CX3CL1_CXCR4,0.87097
TCGA_GD_A3OP_11A,CX3CL1_CXCR1,0.5877
TCGA_GD_A3OP_11A,CX3CL1_CX3CR1,0.67137
TCGA_GD_A3OP_11A,CX3CL1_CXCR6,0.66532
TCGA_GD_A3OP_11A,CX3CL1_CXCR3,0.65323
TCGA_GD_A3OP_11A,CX3CL1_CXCR2,0.77218
TCGA_GD_A3OP_11A,CX3CL1_CXCL9,0.79032
TCGA_GD_A3OP_11A,CX3CL1_EGF,0.64718
TCGA_GD_A3OP_11A,CX3CL1_CXCL16,0.76915
TCGA_GD_A3OP_11A,CX3CL1_CXCL10,0.93044
TCGA_GD_A3OP_11A,UBA52_USP28,0.81754
TCGA_GD_A3OP_11A,RPS27A_USP28,0.8619
TCGA_GD_A3OP_11A,CDH1_SNAI2,0.89516
TCGA_GD_A3OP_11A,HDAC1_SNAI2,0.88004
TCGA_GD_A3OP_11A,KDM1A_SNAI2,0.89415
TCGA_GD_A3OP_11A,SNAI2_TP53,0.83871
TCGA_GD_A3OP_11A,SNAI2_SOX9,0.875
TCGA_GD_A3OP_11A,SNAI2_TWIST1,0.8004
TCGA_GD_A3OP_11A,CDH17_CTNND2,0.14617
TCGA_GD_A3OP_11A,CDH17_VCL,0.56855
TCGA_GD_A3OP_11A,CDH17_PECAM1,0.60181
TCGA_GD_A3OP_11A,CDH17_OCLN,0.34274
TCGA_GD_A3OP_11A,CDH17_DSP,0.64012
TCGA_GD_A3OP_11A,CDH17_KDR,0.5121
TCGA_GD_A3OP_11A,CDH17_PSEN1,0.68952
TCGA_GD_A3OP_11A,CDH17_CTNND1,0.65524
TCGA_GD_A3OP_11A,CDH17_CTNNA2,0.13206
TCGA_GD_A3OP_11A,CDH17_CTNNA1,0.66431
TCGA_GD_A3OP_11A,CDH17_NECTIN1,0.64617
TCGA_GD_A3OP_11A,CDH17_CTNNB1,0.57661
TCGA_GD_A3OP_11A,CDH17_KLRG1,0.16935
TCGA_GD_A3OP_11A,CDH17_TJP1,0.4748
TCGA_GD_A3OP_11A,CEL_CPA1,0.0378
TCGA_GD_A3OP_11A,CELA3A_CPA1,0.0378
TCGA_GD_A3OP_11A,CELA3B_CPA1,0.0378
TCGA_GD_A3OP_11A,CPA1_CPA2,0.0378
TCGA_GD_A3OP_11A,CPA1_CTRC,0.0378
TCGA_GD_A3OP_11A,CPA1_CTRB1,0.0378
TCGA_GD_A3OP_11A,CPA1_CTRB2,0.0378
TCGA_GD_A3OP_11A,CPA1_CPB1,0.0378
TCGA_GD_A3OP_11A,CPA1_CPA3,0.0378
TCGA_GD_A3OP_11A,HSP90AA1_RPAP3,0.69556
TCGA_GD_A3OP_11A,FLNA_RALA,0.72177
TCGA_GD_A3OP_11A,HSPA4_PGLYRP1,0.18347
TCGA_GD_A3OP_11A,HSP90AB1_RPAP3,0.7006
TCGA_GD_A3OP_11A,CH25H_CYP51A1,0.10383
TCGA_GD_A3OP_11A,CYP51A1_NSDHL,0.15423
TCGA_GD_A3OP_11A,CYP51A1_DHCR24,0.17036
TCGA_GD_A3OP_11A,CYP51A1_SIGMAR1,0.16331
TCGA_GD_A3OP_11A,CYP51A1_HMGCS1,0.13105
TCGA_GD_A3OP_11A,CYP51A1_POR,0.1744
TCGA_GD_A3OP_11A,CYP51A1_ERG28,0.14516
TCGA_GD_A3OP_11A,CYP51A1_SC5D,0.11895
TCGA_GD_A3OP_11A,CYP51A1_FDFT1,0.18044
TCGA_GD_A3OP_11A,CYP51A1_HSD17B7,0.09173
TCGA_GD_A3OP_11A,CYP51A1_SREBF2,0.15625
TCGA_GD_A3OP_11A,CYP51A1_DHCR7,0.09879
TCGA_GD_A3OP_11A,CYP51A1_LBR,0.61089
TCGA_GD_A3OP_11A,CYP51A1_LSS,0.10786
TCGA_GD_A3OP_11A,CYP51A1_HMGCS2,0.18851
TCGA_GD_A3OP_11A,CYP51A1_FAXDC2,0.09677
TCGA_GD_A3OP_11A,CYP51A1_IDI1,0.11996
TCGA_GD_A3OP_11A,CYP51A1_SQLE,0.0998
TCGA_GD_A3OP_11A,CYP51A1_HMGCR,0.11089
TCGA_GD_A3OP_11A,CYP51A1_TM7SF2,0.12702
TCGA_GD_A3OP_11A,CYP51A1_MSMO1,0.15524
TCGA_GD_A3OP_11A,CHPF2_CSGALNACT2,0.0378
TCGA_GD_A3OP_11A,CHPF2_CSGALNACT1,0.0378
TCGA_GD_A3OP_11A,CYP1B1_MYOC,0.50302
TCGA_GD_A3OP_11A,FBN1_MYOC,0.52722
TCGA_GD_A3OP_11A,MYOC_OPTN,0.56552
TCGA_GD_A3OP_11A,MYOC_WDR36,0.26411
TCGA_GD_A3OP_11A,MYOC_OLFM3,0.1119
TCGA_GD_A3OP_11A,DPM2_PIGQ,0.0378
TCGA_GD_A3OP_11A,PIGA_PIGQ,0.0378
TCGA_GD_A3OP_11A,PIGC_PIGQ,0.0378
TCGA_GD_A3OP_11A,PIGH_PIGQ,0.0378
TCGA_GD_A3OP_11A,PIGL_PIGQ,0.0378
TCGA_GD_A3OP_11A,PIGP_PIGQ,0.0378
TCGA_GD_A3OP_11A,EXOC1_RALA,0.28528
TCGA_GD_A3OP_11A,EXOC2_RALA,0.30746
TCGA_GD_A3OP_11A,EXOC4_RALA,0.32661
TCGA_GD_A3OP_11A,EXOC5_RALA,0.22984
TCGA_GD_A3OP_11A,EXOC8_RALA,0.25202
TCGA_GD_A3OP_11A,MAPK8_RALA,0.2127
TCGA_GD_A3OP_11A,MAPK9_RALA,0.22581
TCGA_GD_A3OP_11A,PLD1_RALA,0.21069
TCGA_GD_A3OP_11A,PLD2_RALA,0.32258
TCGA_GD_A3OP_11A,RAC2_RALA,0.30444
TCGA_GD_A3OP_11A,RAC3_RALA,0.19153
TCGA_GD_A3OP_11A,RALA_RHOA,0.81149
TCGA_GD_A3OP_11A,RALA_RASA1,0.28024
TCGA_GD_A3OP_11A,RALA_RALBP1,0.36391
TCGA_GD_A3OP_11A,RALA_RALB,0.3619
TCGA_GD_A3OP_11A,RALA_RGL2,0.39919
TCGA_GD_A3OP_11A,RALA_RALGDS,0.27722
TCGA_GD_A3OP_11A,RALA_RGL1,0.27218
TCGA_GD_A3OP_11A,FBXW7_USP28,0.53024
TCGA_GD_A3OP_11A,MYC_USP28,0.89718
TCGA_GD_A3OP_11A,TP53BP1_USP28,0.74899
TCGA_GD_A3OP_11A,UBB_USP28,0.85181
TCGA_GD_A3OP_11A,UBC_USP28,0.91331
TCGA_GD_A3OP_11A,FPR3_HEBP1,0.0378
TCGA_GD_A3OP_11A,FUCA1_FUCA2,0.0378
TCGA_GD_A3OP_11A,FYB1_SKAP2,0.53528
TCGA_GD_A3OP_11A,ITGA4_SKAP2,0.43448
TCGA_GD_A3OP_11A,ITGB1_SKAP2,0.87198
TCGA_GD_A3OP_11A,GGA1_M6PR,0.0378
TCGA_GD_A3OP_11A,GGA2_M6PR,0.0378
TCGA_GD_A3OP_11A,GGA3_M6PR,0.0378
TCGA_GD_A3OP_11A,IGF2R_M6PR,0.0378
TCGA_GD_A3OP_11A,GPN1_RPAP3,0.36593
TCGA_GD_A3OP_11A,PDRG1_RPAP3,0.35685
TCGA_GD_A3OP_11A,PFDN2_RPAP3,0.53125
TCGA_GD_A3OP_11A,PFDN6_RPAP3,0.40827
TCGA_GD_A3OP_11A,PIH1D1_RPAP3,0.46875
TCGA_GD_A3OP_11A,PIH1D2_RPAP3,0.14214
TCGA_GD_A3OP_11A,POLR2E_RPAP3,0.78931
TCGA_GD_A3OP_11A,POLR2J_RPAP3,0.75
TCGA_GD_A3OP_11A,RPAP1_RPAP3,0.29335
TCGA_GD_A3OP_11A,RPAP2_RPAP3,0.21774
TCGA_GD_A3OP_11A,RPAP3_RUVBL1,0.36895
TCGA_GD_A3OP_11A,RPAP3_URI1,0.45161
TCGA_GD_A3OP_11A,RPAP3_RUVBL2,0.48085
TCGA_GD_A3OP_11A,RPAP3_TARBP2,0.31149
TCGA_GD_A3OP_11A,RPAP3_WDR92,0.24395
TCGA_GD_A3OP_11A,RPAP3_UXT,0.49093
TCGA_GD_A3OP_11A,GRB2_MAP4K5,0.33972
TCGA_GD_A3OP_11A,PGLYRP1_TREM1,0.0756
TCGA_GD_A3OP_11A,HSPA9_PDK4,0.0378
TCGA_GD_A3OP_11A,MS4A12_MS4A4E,0.0378
TCGA_GD_A3OP_11A,MZB1_TNFRSF17,0.0378
TCGA_GD_A3OP_11A,TNFRSF13B_TNFRSF17,0.0378
TCGA_GD_A3OP_11A,TNFRSF13C_TNFRSF17,0.0378
TCGA_GD_A3OP_11A,TNFRSF17_TNFSF13,0.0378
TCGA_GD_A3OP_11A,TNFRSF17_TNFSF13B,0.0378
TCGA_GD_A3OP_11A,NDUFAF5_NDUFAF7,0.0378
TCGA_GD_A3OP_11A,NDUFAF7_NDUFS2,0.0378
TCGA_GD_A3OP_11A,NRP1_SEMA3F,0.85081
TCGA_GD_A3OP_11A,NRP2_SEMA3F,0.6129
TCGA_GD_A3OP_11A,PLXNA1_SEMA3F,0.61996
TCGA_GD_A3OP_11A,PLXNA3_SEMA3F,0.62298
TCGA_GD_A3OP_11A,RAB1A_TRAPPC6A,0.0378
TCGA_GD_A3OP_11A,TRAPPC1_TRAPPC6A,0.0378
TCGA_GD_A3OP_11A,TRAPPC10_TRAPPC6A,0.0378
TCGA_GD_A3OP_11A,TRAPPC11_TRAPPC6A,0.0378
TCGA_GD_A3OP_11A,TRAPPC12_TRAPPC6A,0.0378
TCGA_GD_A3OP_11A,TRAPPC13_TRAPPC6A,0.0378
TCGA_GD_A3OP_11A,TRAPPC2_TRAPPC6A,0.0378
TCGA_GD_A3OP_11A,TRAPPC2B_TRAPPC6A,0.0378
TCGA_GD_A3OP_11A,TRAPPC2L_TRAPPC6A,0.0378
TCGA_GD_A3OP_11A,TRAPPC3_TRAPPC6A,0.0378
TCGA_GD_A3OP_11A,TRAPPC3L_TRAPPC6A,0.0378
TCGA_GD_A3OP_11A,TRAPPC4_TRAPPC6A,0.0378
TCGA_GD_A3OP_11A,TRAPPC5_TRAPPC6A,0.0378
TCGA_GD_A3OP_11A,TRAPPC6A_TRAPPC8,0.0378
TCGA_GD_A3OP_11A,TRAPPC6A_TRAPPC6B,0.0378
TCGA_GD_A3OP_11A,TRAPPC6A_TRAPPC9,0.0378
TCGA_GD_A3OP_11A,SLC3A1_SLC7A9,0.0378
TCGA_GD_A3OP_11A,SLC3A2_SLC7A9,0.0378
TCGA_GD_A3OP_11A,STAR_STARD3NL,0.0378
